level,cell_type,number_of_cells,ds
level_1,follicular B cell,6,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,macrophage,13,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,gastrointestinal tract (lamina propria) macrophage of large intestine,1,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,enterocyte,1,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,naive B cell,62,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,"central memory CD4-positive, alpha-beta T cell",134,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,mast cell,2,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,natural killer cell,6,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,regulatory T cell,55,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,monocyte,5,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,goblet cell,1,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,germinal center B cell,1,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,enterocyte of epithelium of large intestine,11,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,T follicular helper cell,75,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,T-helper 17 cell,45,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,gamma-delta T cell,8,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,innate lymphoid cell,11,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,tuft cell of colon,1,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,T-helper 1 cell,2,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,stem cell,1,562_Xu_Human_2023_Intestine_VermiformAppendix
level_1,myeloid cell,1367,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney distal convoluted tubule epithelial cell,6885,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,epithelial cell of proximal tubule,26161,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,lymphocyte,2153,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney connecting tubule epithelial cell,4196,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney loop of Henle thick ascending limb epithelial cell,12885,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney collecting duct intercalated cell,5373,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,peritubular capillary endothelial cell,3856,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney interstitial fibroblast,2162,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney collecting duct principal cell,4436,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,glomerular capillary endothelial cell,1365,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,podocyte,1559,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,parietal epithelial cell,1032,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,vasa recta cell,706,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney arterial blood vessel cell,186,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney inner medulla collecting duct epithelial cell,82,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,endothelial cell of lymphatic vessel,145,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,renal medullary fibroblast,736,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney loop of Henle thin descending limb epithelial cell,624,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,mural cell,1088,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,"dendritic cell, human",215,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,vascular associated smooth muscle cell,577,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney loop of Henle thin ascending limb epithelial cell,251,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,conventional dendritic cell,49,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,T cell,3129,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,B cell,905,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,natural killer cell,478,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,classical monocyte,109,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,non-classical monocyte,127,563_Xu_Human_2023_Kidney_CortexOfKidney
level_1,kidney loop of Henle thin descending limb epithelial cell,1590,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,vasa recta cell,1642,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney collecting duct intercalated cell,797,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney loop of Henle thick ascending limb epithelial cell,4461,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,epithelial cell of proximal tubule,770,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,myeloid cell,167,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,renal medullary fibroblast,924,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney inner medulla collecting duct epithelial cell,125,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney arterial blood vessel cell,74,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney collecting duct principal cell,1568,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,mural cell,305,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,lymphocyte,88,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney loop of Henle thin ascending limb epithelial cell,191,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,peritubular capillary endothelial cell,307,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney interstitial fibroblast,150,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,glomerular capillary endothelial cell,33,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,vascular associated smooth muscle cell,43,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney connecting tubule epithelial cell,27,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,endothelial cell of lymphatic vessel,20,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney distal convoluted tubule epithelial cell,28,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,podocyte,39,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,parietal epithelial cell,14,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,"dendritic cell, human",36,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,T cell,78,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,natural killer cell,29,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,classical monocyte,6,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,non-classical monocyte,7,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,B cell,4,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,conventional dendritic cell,1,564_Xu_Human_2023_Kidney_RenalMedulla
level_1,kidney loop of Henle thin ascending limb epithelial cell,2654,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney inner medulla collecting duct epithelial cell,6105,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,renal medullary fibroblast,4242,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,vasa recta cell,2181,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney loop of Henle thin descending limb epithelial cell,1798,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,myeloid cell,424,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney loop of Henle thick ascending limb epithelial cell,763,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,mural cell,336,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney interstitial fibroblast,105,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,vascular associated smooth muscle cell,14,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney collecting duct intercalated cell,199,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,lymphocyte,224,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,peritubular capillary endothelial cell,111,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,epithelial cell of proximal tubule,603,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney arterial blood vessel cell,100,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney distal convoluted tubule epithelial cell,2,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,podocyte,5,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,"dendritic cell, human",7,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney collecting duct principal cell,448,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,endothelial cell of lymphatic vessel,3,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,kidney connecting tubule epithelial cell,6,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,glomerular capillary endothelial cell,2,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,parietal epithelial cell,4,565_Xu_Human_2023_Kidney_RenalPapilla
level_1,mural cell,56,566_Xu_Human_2023_Kidney_Kidney
level_1,"dendritic cell, human",203,566_Xu_Human_2023_Kidney_Kidney
level_1,epithelial cell of proximal tubule,4489,566_Xu_Human_2023_Kidney_Kidney
level_1,glomerular capillary endothelial cell,563,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney distal convoluted tubule epithelial cell,28,566_Xu_Human_2023_Kidney_Kidney
level_1,peritubular capillary endothelial cell,499,566_Xu_Human_2023_Kidney_Kidney
level_1,podocyte,41,566_Xu_Human_2023_Kidney_Kidney
level_1,B cell,47,566_Xu_Human_2023_Kidney_Kidney
level_1,conventional dendritic cell,19,566_Xu_Human_2023_Kidney_Kidney
level_1,T cell,811,566_Xu_Human_2023_Kidney_Kidney
level_1,natural killer cell,617,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney arterial blood vessel cell,145,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney collecting duct principal cell,20,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney connecting tubule epithelial cell,72,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney collecting duct intercalated cell,226,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney loop of Henle thick ascending limb epithelial cell,297,566_Xu_Human_2023_Kidney_Kidney
level_1,vascular associated smooth muscle cell,28,566_Xu_Human_2023_Kidney_Kidney
level_1,classical monocyte,131,566_Xu_Human_2023_Kidney_Kidney
level_1,non-classical monocyte,250,566_Xu_Human_2023_Kidney_Kidney
level_1,vasa recta cell,235,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney loop of Henle thin descending limb epithelial cell,1,566_Xu_Human_2023_Kidney_Kidney
level_1,kidney inner medulla collecting duct epithelial cell,1,566_Xu_Human_2023_Kidney_Kidney
level_1,lymphocyte,2,566_Xu_Human_2023_Kidney_Kidney
level_1,classical monocyte,7,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,T cell,70,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,natural killer cell,14,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,vasa recta cell,34,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,peritubular capillary endothelial cell,11,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,epithelial cell of proximal tubule,149,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,"dendritic cell, human",35,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,kidney loop of Henle thick ascending limb epithelial cell,3,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,glomerular capillary endothelial cell,4,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,vascular associated smooth muscle cell,9,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,B cell,6,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,non-classical monocyte,7,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,mural cell,9,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,kidney collecting duct principal cell,1,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,kidney collecting duct intercalated cell,6,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,lymphocyte,1,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,conventional dendritic cell,2,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,podocyte,1,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,kidney arterial blood vessel cell,1,567_Xu_Human_2023_Kidney_RenalPelvis
level_1,inflammatory macrophage,98,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,midzonal region hepatocyte,5014,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,endothelial cell of periportal hepatic sinusoid,471,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,periportal region hepatocyte,11588,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,centrilobular region hepatocyte,13641,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,leukocyte,421,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,hepatic stellate cell,1782,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,plasma cell,63,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,"effector memory CD8-positive, alpha-beta T cell",632,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,classical monocyte,261,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,endothelial cell of pericentral hepatic sinusoid,4763,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,macrophage,1773,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,cholangiocyte,1505,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,mucosal invariant T cell,188,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,non-classical monocyte,11,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,natural killer cell,364,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,"CD4-positive, alpha-beta T cell",12,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,"CD16-positive, CD56-dim natural killer cell, human",11,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,B cell,21,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,"CD16-negative, CD56-bright natural killer cell, human",17,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",14,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,conventional dendritic cell,2,568_Xu_Human_2023_Liver_CaudateLobeOfLiver
level_1,endothelial cell of pericentral hepatic sinusoid,4038,569_Xu_Human_2023_Liver_Liver
level_1,macrophage,4410,569_Xu_Human_2023_Liver_Liver
level_1,mucosal invariant T cell,17234,569_Xu_Human_2023_Liver_Liver
level_1,"effector memory CD8-positive, alpha-beta T cell",30794,569_Xu_Human_2023_Liver_Liver
level_1,inflammatory macrophage,7655,569_Xu_Human_2023_Liver_Liver
level_1,classical monocyte,15969,569_Xu_Human_2023_Liver_Liver
level_1,"CD16-positive, CD56-dim natural killer cell, human",5390,569_Xu_Human_2023_Liver_Liver
level_1,"CD16-negative, CD56-bright natural killer cell, human",5129,569_Xu_Human_2023_Liver_Liver
level_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",4631,569_Xu_Human_2023_Liver_Liver
level_1,plasma cell,1384,569_Xu_Human_2023_Liver_Liver
level_1,endothelial cell of periportal hepatic sinusoid,897,569_Xu_Human_2023_Liver_Liver
level_1,centrilobular region hepatocyte,9525,569_Xu_Human_2023_Liver_Liver
level_1,B cell,1347,569_Xu_Human_2023_Liver_Liver
level_1,"CD4-positive, alpha-beta T cell",4038,569_Xu_Human_2023_Liver_Liver
level_1,hepatic stellate cell,17,569_Xu_Human_2023_Liver_Liver
level_1,midzonal region hepatocyte,1121,569_Xu_Human_2023_Liver_Liver
level_1,non-classical monocyte,10295,569_Xu_Human_2023_Liver_Liver
level_1,conventional dendritic cell,2268,569_Xu_Human_2023_Liver_Liver
level_1,cholangiocyte,1674,569_Xu_Human_2023_Liver_Liver
level_1,leukocyte,571,569_Xu_Human_2023_Liver_Liver
level_1,periportal region hepatocyte,3901,569_Xu_Human_2023_Liver_Liver
level_1,natural killer cell,729,569_Xu_Human_2023_Liver_Liver
level_1,"dendritic cell, human",36,569_Xu_Human_2023_Liver_Liver
level_1,plasmacytoid dendritic cell,1190,569_Xu_Human_2023_Liver_Liver
level_1,neutrophil,2338,569_Xu_Human_2023_Liver_Liver
level_1,fibroblast,1239,569_Xu_Human_2023_Liver_Liver
level_1,alveolar capillary type 2 endothelial cell,5033,570_Xu_Human_2023_Lung_Lung
level_1,capillary endothelial cell,9044,570_Xu_Human_2023_Lung_Lung
level_1,endothelial cell of artery,1621,570_Xu_Human_2023_Lung_Lung
level_1,vein endothelial cell,1609,570_Xu_Human_2023_Lung_Lung
level_1,"CD16-positive, CD56-dim natural killer cell, human",11789,570_Xu_Human_2023_Lung_Lung
level_1,macrophage,33294,570_Xu_Human_2023_Lung_Lung
level_1,conventional dendritic cell,463,570_Xu_Human_2023_Lung_Lung
level_1,"dendritic cell, human",192,570_Xu_Human_2023_Lung_Lung
level_1,plasmacytoid dendritic cell,163,570_Xu_Human_2023_Lung_Lung
level_1,memory B cell,998,570_Xu_Human_2023_Lung_Lung
level_1,naive B cell,389,570_Xu_Human_2023_Lung_Lung
level_1,plasma cell,389,570_Xu_Human_2023_Lung_Lung
level_1,classical monocyte,7970,570_Xu_Human_2023_Lung_Lung
level_1,non-classical monocyte,1576,570_Xu_Human_2023_Lung_Lung
level_1,alveolar macrophage,31449,570_Xu_Human_2023_Lung_Lung
level_1,"effector memory CD4-positive, alpha-beta T cell",2100,570_Xu_Human_2023_Lung_Lung
level_1,"effector memory CD8-positive, alpha-beta T cell",2683,570_Xu_Human_2023_Lung_Lung
level_1,regulatory T cell,1084,570_Xu_Human_2023_Lung_Lung
level_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",1310,570_Xu_Human_2023_Lung_Lung
level_1,"central memory CD4-positive, alpha-beta T cell",872,570_Xu_Human_2023_Lung_Lung
level_1,"CD16-negative, CD56-bright natural killer cell, human",539,570_Xu_Human_2023_Lung_Lung
level_1,pericyte,1665,570_Xu_Human_2023_Lung_Lung
level_1,smooth muscle cell of the pulmonary artery,1194,570_Xu_Human_2023_Lung_Lung
level_1,club cell,1145,570_Xu_Human_2023_Lung_Lung
level_1,pulmonary alveolar type 1 cell,1779,570_Xu_Human_2023_Lung_Lung
level_1,pulmonary alveolar type 2 cell,6920,570_Xu_Human_2023_Lung_Lung
level_1,basal cell,912,570_Xu_Human_2023_Lung_Lung
level_1,endothelial cell of lymphatic vessel,1396,570_Xu_Human_2023_Lung_Lung
level_1,T cell,19,570_Xu_Human_2023_Lung_Lung
level_1,natural killer cell,84,570_Xu_Human_2023_Lung_Lung
level_1,mast cell,2039,570_Xu_Human_2023_Lung_Lung
level_1,fibroblast of lung,1516,570_Xu_Human_2023_Lung_Lung
level_1,lung ciliated cell,2212,570_Xu_Human_2023_Lung_Lung
level_1,fibroblast,1306,570_Xu_Human_2023_Lung_Lung
level_1,mesothelial cell,58,570_Xu_Human_2023_Lung_Lung
level_1,myofibroblast cell,247,570_Xu_Human_2023_Lung_Lung
level_1,alveolar type 1 fibroblast cell,39,570_Xu_Human_2023_Lung_Lung
level_1,goblet cell,226,570_Xu_Human_2023_Lung_Lung
level_1,ionocyte,24,570_Xu_Human_2023_Lung_Lung
level_1,muscle cell,88,570_Xu_Human_2023_Lung_Lung
level_1,T follicular helper cell,666,570_Xu_Human_2023_Lung_Lung
level_1,plasmablast,9,570_Xu_Human_2023_Lung_Lung
level_1,pulmonary alveolar type 1 cell,751,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,plasma cell,223,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,non-classical monocyte,531,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",1238,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,macrophage,1382,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,"effector memory CD8-positive, alpha-beta T cell",1675,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,alveolar macrophage,3175,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,fibroblast,2104,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,pulmonary alveolar type 2 cell,3108,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,"CD16-positive, CD56-dim natural killer cell, human",3879,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,classical monocyte,1185,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,endothelial cell of lymphatic vessel,1825,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,alveolar capillary type 2 endothelial cell,1668,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,conventional dendritic cell,227,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,"effector memory CD4-positive, alpha-beta T cell",1247,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,regulatory T cell,264,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,mast cell,811,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,"central memory CD4-positive, alpha-beta T cell",837,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,smooth muscle cell of the pulmonary artery,1031,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,memory B cell,470,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,vein endothelial cell,1348,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,capillary endothelial cell,4338,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,endothelial cell of artery,1010,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,lung ciliated cell,538,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,myofibroblast cell,452,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,fibroblast of lung,1963,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,goblet cell,190,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,alveolar type 1 fibroblast cell,28,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,club cell,192,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,naive B cell,70,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,"CD16-negative, CD56-bright natural killer cell, human",366,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,plasmacytoid dendritic cell,86,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,mesothelial cell,38,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,muscle cell,5,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,pericyte,811,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,ionocyte,3,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,basal cell,98,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,natural killer cell,2,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,"dendritic cell, human",45,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,plasmablast,14,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,erythrocyte,5,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,T follicular helper cell,1,571_Xu_Human_2023_Lung_LowerLobeOfLeftLung
level_1,conventional dendritic cell,171,572_Xu_Human_2023_Lung_Bronchus
level_1,"CD16-positive, CD56-dim natural killer cell, human",3652,572_Xu_Human_2023_Lung_Bronchus
level_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",428,572_Xu_Human_2023_Lung_Bronchus
level_1,"effector memory CD4-positive, alpha-beta T cell",952,572_Xu_Human_2023_Lung_Bronchus
level_1,lung ciliated cell,381,572_Xu_Human_2023_Lung_Bronchus
level_1,classical monocyte,2362,572_Xu_Human_2023_Lung_Bronchus
level_1,naive B cell,182,572_Xu_Human_2023_Lung_Bronchus
level_1,goblet cell,147,572_Xu_Human_2023_Lung_Bronchus
level_1,fibroblast,1189,572_Xu_Human_2023_Lung_Bronchus
level_1,"effector memory CD8-positive, alpha-beta T cell",979,572_Xu_Human_2023_Lung_Bronchus
level_1,memory B cell,511,572_Xu_Human_2023_Lung_Bronchus
level_1,mast cell,341,572_Xu_Human_2023_Lung_Bronchus
level_1,macrophage,2835,572_Xu_Human_2023_Lung_Bronchus
level_1,mesothelial cell,25,572_Xu_Human_2023_Lung_Bronchus
level_1,plasmacytoid dendritic cell,76,572_Xu_Human_2023_Lung_Bronchus
level_1,"central memory CD4-positive, alpha-beta T cell",265,572_Xu_Human_2023_Lung_Bronchus
level_1,"dendritic cell, human",114,572_Xu_Human_2023_Lung_Bronchus
level_1,non-classical monocyte,962,572_Xu_Human_2023_Lung_Bronchus
level_1,"CD16-negative, CD56-bright natural killer cell, human",224,572_Xu_Human_2023_Lung_Bronchus
level_1,regulatory T cell,136,572_Xu_Human_2023_Lung_Bronchus
level_1,plasma cell,160,572_Xu_Human_2023_Lung_Bronchus
level_1,fibroblast of lung,407,572_Xu_Human_2023_Lung_Bronchus
level_1,alveolar macrophage,3154,572_Xu_Human_2023_Lung_Bronchus
level_1,pulmonary alveolar type 1 cell,136,572_Xu_Human_2023_Lung_Bronchus
level_1,endothelial cell of lymphatic vessel,480,572_Xu_Human_2023_Lung_Bronchus
level_1,plasmablast,7,572_Xu_Human_2023_Lung_Bronchus
level_1,vein endothelial cell,884,572_Xu_Human_2023_Lung_Bronchus
level_1,endothelial cell of artery,408,572_Xu_Human_2023_Lung_Bronchus
level_1,pulmonary alveolar type 2 cell,1108,572_Xu_Human_2023_Lung_Bronchus
level_1,capillary endothelial cell,1330,572_Xu_Human_2023_Lung_Bronchus
level_1,basal cell,701,572_Xu_Human_2023_Lung_Bronchus
level_1,alveolar capillary type 2 endothelial cell,312,572_Xu_Human_2023_Lung_Bronchus
level_1,ionocyte,4,572_Xu_Human_2023_Lung_Bronchus
level_1,myofibroblast cell,40,572_Xu_Human_2023_Lung_Bronchus
level_1,smooth muscle cell of the pulmonary artery,174,572_Xu_Human_2023_Lung_Bronchus
level_1,club cell,353,572_Xu_Human_2023_Lung_Bronchus
level_1,pericyte,81,572_Xu_Human_2023_Lung_Bronchus
level_1,natural killer cell,2,572_Xu_Human_2023_Lung_Bronchus
level_1,erythrocyte,12,572_Xu_Human_2023_Lung_Bronchus
level_1,alveolar type 1 fibroblast cell,3,572_Xu_Human_2023_Lung_Bronchus
level_1,T follicular helper cell,13,572_Xu_Human_2023_Lung_Bronchus
level_1,"CD16-positive, CD56-dim natural killer cell, human",1951,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,classical monocyte,1278,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,"effector memory CD8-positive, alpha-beta T cell",1033,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,conventional dendritic cell,195,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",247,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,"dendritic cell, human",25,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,"CD16-negative, CD56-bright natural killer cell, human",183,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,"effector memory CD4-positive, alpha-beta T cell",1722,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,mast cell,287,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,plasmacytoid dendritic cell,55,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,macrophage,1498,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
